bill_id,bill_type,subjects_top_term,enacted_as
hres77-115,hres,Labor and employment,0
hres983-115,hres,Armed forces and national security,0
hres83-115,hres,Congress,0
hres977-115,hres,Government operations and politics,0
hres379-115,hres,Congress,0
hres725-115,hres,Congress,0
hres517-115,hres,Education,0
hres173-115,hres,Congress,0
hres341-115,hres,"Science, technology, communications",0
hres1181-115,hres,Congress,0
hres187-115,hres,International affairs,0
hres1175-115,hres,Health,0
hres84-115,hres,Health,0
hres970-115,hres,Congress,0
hres528-115,hres,International affairs,0
hres70-115,hres,Congress,0
hres984-115,hres,Armed forces and national security,0
hres145-115,hres,International affairs,0
hres979-115,hres,International affairs,0
hres377-115,hres,Government operations and politics,0
hres713-115,hres,International affairs,0
hres2-115,hres,Congress,0
hres521-115,hres,"Science, technology, communications",0
hres79-115,hres,"Civil rights and liberties, minority issues",0
hres383-115,hres,Animals,0
hres1143-115,hres,Immigration,0
hres348-115,hres,Congress,0
hres946-115,hres,"Civil rights and liberties, minority issues",0
hres46-115,hres,Armed forces and national security,0
hres384-115,hres,Education,0
hres1144-115,hres,Commerce,0
hres526-115,hres,Government operations and politics,0
hres714-115,hres,Congress,0
hres5-115,hres,Congress,0
hres370-115,hres,Congress,0
hres142-115,hres,Health,0
hres189-115,hres,"Arts, culture, religion",0
hres41-115,hres,Families,0
hres941-115,hres,Public lands and natural resources,0
hres519-115,hres,Commerce,0
hres15-115,hres,Government operations and politics,0
hres915-115,hres,Health,0
hres129-115,hres,Armed forces and national security,0
hres1110-115,hres,"Science, technology, communications",0
hres586-115,hres,Commerce,0
hres740-115,hres,Health,0
hres572-115,hres,Crime and law enforcement,0
hres116-115,hres,Congress,0
hres324-115,hres,Congress,0
hres778-115,hres,Sports and recreation,0
hres912-115,hres,Environmental protection,0
hres12-115,hres,"Civil rights and liberties, minority issues",0
hres1128-115,hres,Sports and recreation,0
hres323-115,hres,Congress,0
hres111-115,hres,Congress,0
hres575-115,hres,"Arts, culture, religion",0
hres747-115,hres,Congress,0
hres581-115,hres,International affairs,0
hres1117-115,hres,International affairs,0
hres924-115,hres,International affairs,0
hres118-115,hres,International affairs,0
hres588-115,hres,Commerce,0
hres24-115,hres,Government operations and politics,0
hres543-115,hres,Education,0
hres771-115,hres,Sports and recreation,0
hres315-115,hres,Health,0
hres127-115,hres,Congress,0
hres1121-115,hres,Crime and law enforcement,0
hres785-115,hres,International affairs,0
hres1119-115,hres,Social sciences and history,0
hres23-115,hres,International affairs,0
hres749-115,hres,International affairs,0
hres923-115,hres,Congress,0
hres782-115,hres,Education,0
hres1126-115,hres,"Civil rights and liberties, minority issues",0
hres120-115,hres,Immigration,0
hres312-115,hres,Education,0
hres776-115,hres,Animals,0
hres544-115,hres,Congress,0
hres1104-115,hres,Families,0
hres592-115,hres,Crime and law enforcement,0
hres566-115,hres,"Science, technology, communications",0
hres754-115,hres,Immigration,0
hres330-115,hres,Congress,0
hres102-115,hres,Immigration,0
hres901-115,hres,Government operations and politics,0
hres559-115,hres,Housing and community development,0
hres939-115,hres,Congress,0
hres105-115,hres,Law,0
hres337-115,hres,Health,0
hres753-115,hres,Education,0
hres561-115,hres,Commerce,0
hres595-115,hres,Congress,0
hres39-115,hres,Congress,0
hres1103-115,hres,Health,0
hres308-115,hres,Congress,0
hres906-115,hres,Health,0
hres798-115,hres,"Civil rights and liberties, minority issues",0
hres765-115,hres,Commerce,0
hres557-115,hres,Government operations and politics,0
hres133-115,hres,Animals,0
hres301-115,hres,Health,0
hres1135-115,hres,Health,0
hres791-115,hres,Immigration,0
hres930-115,hres,International affairs,0
hres568-115,hres,Law,0
hres30-115,hres,International affairs,0
hres796-115,hres,Congress,0
hres1132-115,hres,International affairs,0
hres306-115,hres,"Science, technology, communications",0
hres908-115,hres,Congress,0
hres134-115,hres,"Civil rights and liberties, minority issues",0
hres550-115,hres,Crime and law enforcement,0
hres762-115,hres,Congress,0
hres37-115,hres,Congress,0
hres937-115,hres,Congress,0
hres339-115,hres,International affairs,0
hres399-115,hres,Families,0
hres1159-115,hres,Native Americans,0
hres997-115,hres,Health,0
hres63-115,hres,"Arts, culture, religion",0
hres709-115,hres,Congress,0
hres963-115,hres,Congress,0
hres97-115,hres,Congress,0
hres194-115,hres,Energy,0
hres1166-115,hres,,0
hres160-115,hres,Congress,0
hres352-115,hres,Congress,0
hres736-115,hres,Congress,0
hres504-115,hres,Congress,0
hres158-115,hres,"Civil rights and liberties, minority issues",0
hres964-115,hres,Congress,0
hres90-115,hres,Crime and law enforcement,0
hres990-115,hres,Immigration,0
hres64-115,hres,Health,0
hres503-115,hres,Health,0
hres731-115,hres,Health,0
hres355-115,hres,International affairs,0
hres167-115,hres,Health,0
hres1161-115,hres,Congress,0
hres193-115,hres,Health,0
hres738-115,hres,Animals,0
hres952-115,hres,Congress,0
hres52-115,hres,Congress,0
hres1168-115,hres,International affairs,0
hres363-115,hres,Agriculture and food,0
hres151-115,hres,Congress,0
hres99-115,hres,Congress,0
hres535-115,hres,International affairs,0
hres707-115,hres,International affairs,0
hres397-115,hres,International affairs,0
hres1157-115,hres,International affairs,0
hres999-115,hres,International affairs,0
hres55-115,hres,Congress,0
hres169-115,hres,Sports and recreation,0
hres955-115,hres,International affairs,0
hres390-115,hres,International affairs,0
hres1150-115,hres,Armed forces and national security,0
hres700-115,hres,International affairs,0
hres532-115,hres,"Arts, culture, religion",0
hres156-115,hres,Congress,0
hres364-115,hres,Congress,0
hres135-115,hres,International affairs,0
hres909-115,hres,Crime and law enforcement,0
hres307-115,hres,Education,0
hres763-115,hres,International affairs,0
hres551-115,hres,International affairs,0
hres797-115,hres,International affairs,0
hres1133-115,hres,Health,0
hres338-115,hres,"Civil rights and liberties, minority issues",0
hres936-115,hres,"Civil rights and liberties, minority issues",0
hres36-115,hres,Congress,0
hres1134-115,hres,Commerce,0
hres790-115,hres,Congress,0
hres556-115,hres,Government operations and politics,0
hres764-115,hres,Congress,0
hres300-115,hres,Finance and financial sector,0
hres132-115,hres,Foreign trade and international finance,0
hres31-115,hres,Government operations and politics,0
hres931-115,hres,International affairs,0
hres569-115,hres,Congress,0
hres594-115,hres,Families,0
hres1102-115,hres,Finance and financial sector,0
hres38-115,hres,Government operations and politics,0
hres336-115,hres,International affairs,0
hres104-115,hres,International affairs,0
hres938-115,hres,Congress,0
hres560-115,hres,Public lands and natural resources,0
hres752-115,hres,Health,0
hres799-115,hres,"Civil rights and liberties, minority issues",0
hres907-115,hres,Crime and law enforcement,0
hres309-115,hres,Armed forces and national security,0
hres755-115,hres,"Civil rights and liberties, minority issues",0
hres567-115,hres,Health,0
hres103-115,hres,Congress,0
hres331-115,hres,International affairs,0
hres1105-115,hres,"Civil rights and liberties, minority issues",0
hres593-115,hres,Health,0
hres900-115,hres,Congress,0
hres558-115,hres,Health,0
hres954-115,hres,Congress,0
hres168-115,hres,Education,0
hres54-115,hres,International affairs,0
hres533-115,hres,Congress,0
hres701-115,hres,"Science, technology, communications",0
hres365-115,hres,Armed forces and national security,0
hres157-115,hres,Health,0
hres1151-115,hres,Families,0
hres391-115,hres,Armed forces and national security,0
hres1169-115,hres,International affairs,0
hres53-115,hres,"Science, technology, communications",0
hres739-115,hres,"Science, technology, communications",0
hres953-115,hres,Congress,0
hres998-115,hres,Armed forces and national security,0
hres1156-115,hres,International affairs,0
hres396-115,hres,Congress,0
hres150-115,hres,Congress,0
hres98-115,hres,Congress,0
hres362-115,hres,Environmental protection,0
hres706-115,hres,Health,0
hres534-115,hres,International affairs,0
hres991-115,hres,Transportation and public works,0
hres65-115,hres,International affairs,0
hres965-115,hres,Congress,0
hres159-115,hres,Labor and employment,0
hres91-115,hres,Congress,0
hres192-115,hres,Crime and law enforcement,0
hres1160-115,hres,Congress,0
hres730-115,hres,Labor and employment,0
hres502-115,hres,Congress,0
hres166-115,hres,Government operations and politics,0
hres354-115,hres,International affairs,0
hres708-115,hres,Congress,0
hres962-115,hres,Congress,0
hres96-115,hres,Congress,0
hres996-115,hres,Congress,0
hres62-115,hres,Congress,0
hres1158-115,hres,Labor and employment,0
hres398-115,hres,Health,0
hres353-115,hres,International affairs,0
hres161-115,hres,Health,0
hres505-115,hres,International affairs,0
hres737-115,hres,Armed forces and national security,0
hres1167-115,hres,Congress,0
hres195-115,hres,Environmental protection,0
hres1015-115,hres,International affairs,0
hres483-115,hres,Public lands and natural resources,0
hres477-115,hres,Government operations and politics,0
hres645-115,hres,Congress,0
hres221-115,hres,Congress,0
hres810-115,hres,Foreign trade and international finance,0
hres448-115,hres,Immigration,0
hres828-115,hres,International affairs,0
hres226-115,hres,International affairs,0
hres642-115,hres,Congress,0
hres470-115,hres,International affairs,0
hres484-115,hres,International affairs,0
hres1012-115,hres,Congress,0
hres219-115,hres,Congress,0
hres817-115,hres,"Civil rights and liberties, minority issues",0
hres689-115,hres,"Science, technology, communications",0
hres674-115,hres,Social welfare,0
hres446-115,hres,Congress,0
hres210-115,hres,Congress,0
hres1024-115,hres,"Civil rights and liberties, minority issues",0
hres680-115,hres,Education,0
hres821-115,hres,Armed forces and national security,0
hres479-115,hres,Congress,0
hres687-115,hres,"Science, technology, communications",0
hres1023-115,hres,International affairs,0
hres217-115,hres,Social welfare,0
hres819-115,hres,Health,0
hres441-115,hres,Congress,0
hres673-115,hres,International affairs,0
hres826-115,hres,International affairs,0
hres228-115,hres,Congress,0
hres1048-115,hres,Immigration,0
hres288-115,hres,Commerce,0
hres886-115,hres,Housing and community development,0
hres618-115,hres,Energy,0
hres872-115,hres,Congress,0
hres1077-115,hres,Congress,0
hres1083-115,hres,Armed forces and national security,0
hres243-115,hres,Finance and financial sector,0
hres627-115,hres,Health,0
hres415-115,hres,Congress,0
hres875-115,hres,International affairs,0
hres881-115,hres,"Arts, culture, religion",0
hres412-115,hres,Congress,0
hres620-115,hres,International affairs,0
hres1084-115,hres,Congress,0
hres244-115,hres,Animals,0
hres1070-115,hres,Transportation and public works,0
hres629-115,hres,Commerce,0
hres843-115,hres,Government operations and politics,0
hres1079-115,hres,International affairs,0
hres272-115,hres,Taxation,0
hres424-115,hres,Transportation and public works,0
hres616-115,hres,Congress,0
hres1046-115,hres,"Arts, culture, religion",0
hres286-115,hres,Congress,0
hres888-115,hres,"Science, technology, communications",0
hres844-115,hres,Congress,0
hres1041-115,hres,Government operations and politics,0
hres281-115,hres,Crime and law enforcement,0
hres611-115,hres,Armed forces and national security,0
hres423-115,hres,"Civil rights and liberties, minority issues",0
hres275-115,hres,Congress,0
hres818-115,hres,Health,0
hres216-115,hres,Commerce,0
hres672-115,hres,Sports and recreation,0
hres440-115,hres,Congress,0
hres686-115,hres,Immigration,0
hres1022-115,hres,International affairs,0
hres229-115,hres,Congress,0
hres827-115,hres,Health,0
hres1025-115,hres,Armed forces and national security,0
hres681-115,hres,Congress,0
hres447-115,hres,Government operations and politics,0
hres675-115,hres,International affairs,0
hres211-115,hres,"Arts, culture, religion",0
hres820-115,hres,International affairs,0
hres478-115,hres,Congress,0
hres485-115,hres,Health,0
hres1013-115,hres,"Civil rights and liberties, minority issues",0
hres227-115,hres,Congress,0
hres829-115,hres,Crime and law enforcement,0
hres471-115,hres,Transportation and public works,0
hres643-115,hres,Congress,0
hres688-115,hres,Congress,0
hres816-115,hres,Congress,0
hres218-115,hres,International affairs,0
hres644-115,hres,International affairs,0
hres476-115,hres,Environmental protection,0
hres220-115,hres,International affairs,0
hres1014-115,hres,International affairs,0
hres482-115,hres,Health,0
hres811-115,hres,Congress,0
hres449-115,hres,International affairs,0
hres845-115,hres,Families,0
hres422-115,hres,International affairs,0
hres610-115,hres,Health,0
hres274-115,hres,International affairs,0
hres280-115,hres,Congress,0
hres1040-115,hres,Crime and law enforcement,0
hres1078-115,hres,"Civil rights and liberties, minority issues",0
hres628-115,hres,"Civil rights and liberties, minority issues",0
hres842-115,hres,Health,0
hres889-115,hres,International affairs,0
hres287-115,hres,Government operations and politics,0
hres1047-115,hres,Congress,0
hres273-115,hres,"Science, technology, communications",0
hres617-115,hres,Health,0
hres425-115,hres,Housing and community development,0
hres880-115,hres,Education,0
hres874-115,hres,Sports and recreation,0
hres1071-115,hres,Government operations and politics,0
hres621-115,hres,Government operations and politics,0
hres413-115,hres,Agriculture and food,0
hres245-115,hres,"Civil rights and liberties, minority issues",0
hres1085-115,hres,Congress,0
hres619-115,hres,Congress,0
hres873-115,hres,Congress,0
hres887-115,hres,Health,0
hres289-115,hres,Congress,0
hres1049-115,hres,Congress,0
hres242-115,hres,Congress,0
hres1082-115,hres,Congress,0
hres414-115,hres,Congress,0
hres626-115,hres,"Arts, culture, religion",0
hres1076-115,hres,Crime and law enforcement,0
hres837-115,hres,Transportation and public works,0
hres239-115,hres,International affairs,0
hres1032-115,hres,Health,0
hres696-115,hres,Congress,0
hres450-115,hres,Government operations and politics,0
hres662-115,hres,International affairs,0
hres206-115,hres,Social welfare,0
hres808-115,hres,Armed forces and national security,0
hres468-115,hres,Congress,0
hres830-115,hres,Congress,0
hres201-115,hres,International affairs,0
hres665-115,hres,Armed forces and national security,0
hres457-115,hres,"Civil rights and liberties, minority issues",0
hres691-115,hres,"Science, technology, communications",0
hres1035-115,hres,International affairs,0
hres208-115,hres,Health,0
hres806-115,hres,Finance and financial sector,0
hres698-115,hres,"Arts, culture, religion",0
hres653-115,hres,International affairs,0
hres461-115,hres,Sports and recreation,0
hres839-115,hres,Congress,0
hres237-115,hres,"Civil rights and liberties, minority issues",0
hres1003-115,hres,Congress,0
hres495-115,hres,Health,0
hres459-115,hres,"Science, technology, communications",0
hres801-115,hres,Congress,0
hres492-115,hres,Immigration,0
hres1004-115,hres,Health,0
hres230-115,hres,Congress,0
hres466-115,hres,International affairs,0
hres654-115,hres,Education,0
hres290-115,hres,Health,0
hres1050-115,hres,Congress,0
hres264-115,hres,"Science, technology, communications",0
hres600-115,hres,Congress,0
hres432-115,hres,Congress,0
hres855-115,hres,"Arts, culture, religion",0
hres435-115,hres,Sports and recreation,0
hres607-115,hres,Congress,0
hres263-115,hres,"Science, technology, communications",0
hres297-115,hres,Health,0
hres1057-115,hres,International affairs,0
hres899-115,hres,Congress,0
hres852-115,hres,Government operations and politics,0
hres638-115,hres,Transportation and public works,0
hres1068-115,hres,"Civil rights and liberties, minority issues",0
hres255-115,hres,Armed forces and national security,0
hres1095-115,hres,Health,0
hres403-115,hres,Health,0
hres631-115,hres,Congress,0
hres1061-115,hres,Health,0
hres864-115,hres,Health,0
hres890-115,hres,Agriculture and food,0
hres1066-115,hres,Health,0
hres636-115,hres,Congress,0
hres404-115,hres,Government operations and politics,0
hres252-115,hres,International affairs,0
hres1092-115,hres,International affairs,0
hres299-115,hres,Congress,0
hres1059-115,hres,Congress,0
hres897-115,hres,Congress,0
hres863-115,hres,Government operations and politics,0
hres609-115,hres,Congress,0
hres458-115,hres,Congress,0
hres800-115,hres,Congress,0
hres231-115,hres,International affairs,0
hres655-115,hres,Government operations and politics,0
hres467-115,hres,International affairs,0
hres493-115,hres,Transportation and public works,0
hres1005-115,hres,Immigration,0
hres699-115,hres,"Science, technology, communications",0
hres807-115,hres,Congress,0
hres209-115,hres,Congress,0
hres1002-115,hres,Government operations and politics,0
hres494-115,hres,"Arts, culture, religion",0
hres460-115,hres,Sports and recreation,0
hres652-115,hres,Crime and law enforcement,0
hres236-115,hres,Foreign trade and international finance,0
hres838-115,hres,Government operations and politics,0
hres469-115,hres,Congress,0
hres831-115,hres,Congress,0
hres690-115,hres,"Science, technology, communications",0
hres1034-115,hres,International affairs,0
hres200-115,hres,International affairs,0
hres456-115,hres,Government operations and politics,0
hres664-115,hres,International affairs,0
hres238-115,hres,Armed forces and national security,0
hres836-115,hres,Transportation and public works,0
hres663-115,hres,Crime and law enforcement,0
hres451-115,hres,Congress,0
hres809-115,hres,Armed forces and national security,0
hres207-115,hres,International affairs,0
hres1033-115,hres,Health,0
hres697-115,hres,International affairs,0
hres405-115,hres,"Civil rights and liberties, minority issues",0
hres637-115,hres,"Arts, culture, religion",0
hres1093-115,hres,Families,0
hres253-115,hres,International affairs,0
hres1067-115,hres,Health,0
hres862-115,hres,Congress,0
hres608-115,hres,International affairs,0
hres896-115,hres,International affairs,0
hres1058-115,hres,Government operations and politics,0
hres298-115,hres,Congress,0
hres1060-115,hres,"Science, technology, communications",0
hres1094-115,hres,Armed forces and national security,0
hres254-115,hres,Congress,0
hres630-115,hres,Congress,0
hres402-115,hres,Health,0
hres891-115,hres,Congress,0
hres865-115,hres,"Arts, culture, religion",0
hres898-115,hres,"Science, technology, communications",0
hres1056-115,hres,"Arts, culture, religion",0
hres296-115,hres,International affairs,0
hres606-115,hres,Crime and law enforcement,0
hres434-115,hres,International affairs,0
hres262-115,hres,Health,0
hres1069-115,hres,International affairs,0
hres853-115,hres,"Science, technology, communications",0
hres639-115,hres,Public lands and natural resources,0
hres265-115,hres,Education,0
hres433-115,hres,International affairs,0
hres601-115,hres,Congress,0
hres1051-115,hres,Congress,0
hres291-115,hres,"Civil rights and liberties, minority issues",0
hres854-115,hres,Native Americans,0
hres26-115,hres,Health,0
hres926-115,hres,International affairs,0
hres328-115,hres,International affairs,0
hres1123-115,hres,International affairs,0
hres19-115,hres,"Arts, culture, religion",0
hres787-115,hres,Congress,0
hres541-115,hres,Native Americans,0
hres773-115,hres,Congress,0
hres317-115,hres,International affairs,0
hres125-115,hres,Congress,0
hres919-115,hres,Economics and public finance,0
hres579-115,hres,Congress,0
hres921-115,hres,Environmental protection,0
hres21-115,hres,Armed forces and national security,0
hres122-115,hres,Congress,0
hres310-115,hres,Health,0
hres774-115,hres,Congress,0
hres546-115,hres,Agriculture and food,0
hres780-115,hres,Congress,0
hres1124-115,hres,Immigration,0
hres319-115,hres,International affairs,0
hres917-115,hres,Armed forces and national security,0
hres789-115,hres,Crime and law enforcement,0
hres17-115,hres,International affairs,0
hres742-115,hres,"Civil rights and liberties, minority issues",0
hres570-115,hres,International affairs,0
hres114-115,hres,Congress,0
hres928-115,hres,Crime and law enforcement,0
hres326-115,hres,Transportation and public works,0
hres28-115,hres,Government operations and politics,0
hres1112-115,hres,"Arts, culture, religion",0
hres584-115,hres,International affairs,0
hres10-115,hres,Labor and employment,0
hres548-115,hres,Congress,0
hres910-115,hres,International affairs,0
hres583-115,hres,Health,0
hres1115-115,hres,Energy,0
hres321-115,hres,Government operations and politics,0
hres113-115,hres,International affairs,0
hres577-115,hres,Congress,0
hres745-115,hres,International affairs,0
hres1141-115,hres,Armed forces and national security,0
hres381-115,hres,Congress,0
hres147-115,hres,Environmental protection,0
hres375-115,hres,Congress,0
hres711-115,hres,Education,0
hres523-115,hres,Crime and law enforcement,0
hres44-115,hres,"Science, technology, communications",0
hres944-115,hres,International affairs,0
hres178-115,hres,Congress,0
hres524-115,hres,"Civil rights and liberties, minority issues",0
hres7-115,hres,Congress,0
hres716-115,hres,International affairs,0
hres372-115,hres,"Civil rights and liberties, minority issues",0
hres88-115,hres,International affairs,0
hres140-115,hres,Armed forces and national security,0
hres1146-115,hres,Education,0
hres386-115,hres,"Civil rights and liberties, minority issues",0
hres988-115,hres,"Science, technology, communications",0
hres943-115,hres,Commerce,0
hres729-115,hres,International affairs,0
hres43-115,hres,Congress,0
hres1179-115,hres,Sports and recreation,0
hres1184-115,hres,Health,0
hres344-115,hres,Labor and employment,0
hres176-115,hres,Health,0
hres512-115,hres,Congress,0
hres720-115,hres,Labor and employment,0
hres1170-115,hres,International affairs,0
hres182-115,hres,Labor and employment,0
hres81-115,hres,Congress,0
hres975-115,hres,Government operations and politics,0
hres149-115,hres,Congress,0
hres75-115,hres,Crime and law enforcement,0
hres981-115,hres,International affairs,0
hres185-115,hres,International affairs,0
hres1177-115,hres,Animals,0
hres727-115,hres,Congress,0
hres515-115,hres,Congress,0
hres171-115,hres,Education,0
hres1183-115,hres,,0
hres343-115,hres,Government operations and politics,0
hres1148-115,hres,Health,0
hres388-115,hres,"Science, technology, communications",0
hres72-115,hres,Immigration,0
hres986-115,hres,Labor and employment,0
hres86-115,hres,Congress,0
hres972-115,hres,"Civil rights and liberties, minority issues",0
hres9-115,hres,Congress,0
hres718-115,hres,International affairs,0
hres549-115,hres,Environmental protection,0
hres911-115,hres,"Civil rights and liberties, minority issues",0
hres11-115,hres,International affairs,0
hres112-115,hres,Congress,0
hres320-115,hres,Health,0
hres744-115,hres,"Arts, culture, religion",0
hres576-115,hres,International affairs,0
hres582-115,hres,Armed forces and national security,0
hres1114-115,hres,Health,0
hres788-115,hres,Congress,0
hres16-115,hres,Crime and law enforcement,0
hres916-115,hres,International affairs,0
hres318-115,hres,Crime and law enforcement,0
hres1113-115,hres,Agriculture and food,0
hres29-115,hres,Congress,0
hres585-115,hres,Congress,0
hres571-115,hres,Immigration,0
hres743-115,hres,International affairs,0
hres327-115,hres,Health,0
hres929-115,hres,Environmental protection,0
hres115-115,hres,Congress,0
hres20-115,hres,Social welfare,0
hres578-115,hres,Government operations and politics,0
hres920-115,hres,Crime and law enforcement,0
hres781-115,hres,Government operations and politics,0
hres1125-115,hres,International affairs,0
hres311-115,hres,International affairs,0
hres123-115,hres,Congress,0
hres547-115,hres,Crime and law enforcement,0
hres775-115,hres,Armed forces and national security,0
hres329-115,hres,Commerce,0
hres927-115,hres,Immigration,0
hres27-115,hres,International affairs,0
hres772-115,hres,"Civil rights and liberties, minority issues",0
hres540-115,hres,Education,0
hres918-115,hres,Congress,0
hres124-115,hres,"Science, technology, communications",0
hres316-115,hres,International affairs,0
hres18-115,hres,International affairs,0
hres1122-115,hres,Public lands and natural resources,0
hres786-115,hres,International affairs,0
hres514-115,hres,Families,0
hres726-115,hres,Congress,0
hres342-115,hres,International affairs,0
hres1182-115,hres,Education,0
hres170-115,hres,Environmental protection,0
hres1176-115,hres,Congress,0
hres184-115,hres,Congress,0
hres87-115,hres,International affairs,0
hres973-115,hres,Health,0
hres719-115,hres,Congress,0
hres8-115,hres,Congress,0
hres73-115,hres,Congress,0
hres987-115,hres,Immigration,0
hres389-115,hres,Government operations and politics,0
hres1149-115,hres,International affairs,0
hres183-115,hres,Congress,0
hres1171-115,hres,Crime and law enforcement,0
hres177-115,hres,"Arts, culture, religion",0
hres345-115,hres,Health,0
hres1185-115,hres,,0
hres721-115,hres,Health,0
hres513-115,hres,Congress,0
hres74-115,hres,Congress,0
hres980-115,hres,Transportation and public works,0
hres80-115,hres,Congress,0
hres148-115,hres,Health,0
hres974-115,hres,"Arts, culture, religion",0
hres989-115,hres,Congress,0
hres387-115,hres,Sports and recreation,0
hres1147-115,hres,International affairs,0
hres717-115,hres,Armed forces and national security,0
hres6-115,hres,Congress,0
hres525-115,hres,"Arts, culture, religion",0
hres89-115,hres,International affairs,0
hres141-115,hres,"Arts, culture, religion",0
hres373-115,hres,Crime and law enforcement,0
hres1178-115,hres,International affairs,0
hres42-115,hres,Congress,0
hres942-115,hres,Government operations and politics,0
hres728-115,hres,International affairs,0
hres374-115,hres,Congress,0
hres146-115,hres,Health,0
hres522-115,hres,International affairs,0
hres710-115,hres,Congress,0
hres1-115,hres,Congress,0
hres380-115,hres,Crime and law enforcement,0
hres1140-115,hres,Armed forces and national security,0
hres179-115,hres,"Civil rights and liberties, minority issues",0
hres945-115,hres,Energy,0
hres45-115,hres,Congress,0
hres369-115,hres,Taxation,0
hres967-115,hres,Armed forces and national security,0
hres93-115,hres,Congress,0
hres993-115,hres,Government operations and politics,0
hres67-115,hres,Health,0
hres732-115,hres,International affairs,0
hres500-115,hres,Congress,0
hres164-115,hres,Education,0
hres958-115,hres,"Arts, culture, religion",0
hres356-115,hres,International affairs,0
hres58-115,hres,International affairs,0
hres190-115,hres,Housing and community development,0
hres1162-115,hres,International affairs,0
hres994-115,hres,Armed forces and national security,0
hres60-115,hres,International affairs,0
hres538-115,hres,Congress,0
hres960-115,hres,Health,0
hres94-115,hres,Immigration,0
hres1165-115,hres,International affairs,0
hres197-115,hres,International affairs,0
hres351-115,hres,International affairs,0
hres163-115,hres,Health,0
hres507-115,hres,Crime and law enforcement,0
hres735-115,hres,Sports and recreation,0
hres56-115,hres,Congress,0
hres956-115,hres,"Arts, culture, religion",0
hres358-115,hres,Education,0
hres393-115,hres,International affairs,0
hres1153-115,hres,Sports and recreation,0
hres69-115,hres,Health,0
hres531-115,hres,Families,0
hres703-115,hres,Education,0
hres367-115,hres,Congress,0
hres155-115,hres,Crime and law enforcement,0
hres969-115,hres,Commerce,0
hres509-115,hres,Congress,0
hres951-115,hres,International affairs,0
hres51-115,hres,Congress,0
hres199-115,hres,International affairs,0
hres152-115,hres,Environmental protection,0
hres360-115,hres,Armed forces and national security,0
hres704-115,hres,International affairs,0
hres536-115,hres,Agriculture and food,0
hres394-115,hres,International affairs,0
hres1154-115,hres,Health,0
hres334-115,hres,Energy,0
hres106-115,hres,Congress,0
hres562-115,hres,Congress,0
hres750-115,hres,International affairs,0
hres596-115,hres,Sports and recreation,0
hres1100-115,hres,Labor and employment,0
hres905-115,hres,Congress,0
hres139-115,hres,Sports and recreation,0
hres1107-115,hres,Transportation and public works,0
hres591-115,hres,International affairs,0
hres757-115,hres,Health,0
hres565-115,hres,Government operations and politics,0
hres101-115,hres,Congress,0
hres333-115,hres,Crime and law enforcement,0
hres1138-115,hres,Crime and law enforcement,0
hres902-115,hres,"Civil rights and liberties, minority issues",0
hres768-115,hres,"Civil rights and liberties, minority issues",0
hres795-115,hres,International affairs,0
hres1131-115,hres,Crime and law enforcement,0
hres137-115,hres,International affairs,0
hres305-115,hres,Congress,0
hres761-115,hres,Education,0
hres553-115,hres,Congress,0
hres34-115,hres,Congress,0
hres598-115,hres,Crime and law enforcement,0
hres934-115,hres,Congress,0
hres108-115,hres,Education,0
hres554-115,hres,"Civil rights and liberties, minority issues",0
hres766-115,hres,Agriculture and food,0
hres302-115,hres,Health,0
hres130-115,hres,Health,0
hres1136-115,hres,Animals,0
hres792-115,hres,Public lands and natural resources,0
hres933-115,hres,Crime and law enforcement,0
hres759-115,hres,"Arts, culture, religion",0
hres33-115,hres,Congress,0
hres1109-115,hres,Government operations and politics,0
hres50-115,hres,Government operations and politics,0
hres198-115,hres,Congress,0
hres508-115,hres,Congress,0
hres950-115,hres,Armed forces and national security,0
hres1155-115,hres,Sports and recreation,0
hres395-115,hres,International affairs,0
hres361-115,hres,Crime and law enforcement,0
hres153-115,hres,International affairs,0
hres537-115,hres,International affairs,0
hres705-115,hres,Government operations and politics,0
hres359-115,hres,International affairs,0
hres957-115,hres,Foreign trade and international finance,0
hres57-115,hres,Education,0
hres702-115,hres,Health,0
hres530-115,hres,Taxation,0
hres968-115,hres,Congress,0
hres154-115,hres,Congress,0
hres366-115,hres,Education,0
hres68-115,hres,International affairs,0
hres1152-115,hres,Families,0
hres392-115,hres,Congress,0
hres539-115,hres,Health,0
hres961-115,hres,Congress,0
hres95-115,hres,Congress,0
hres995-115,hres,Armed forces and national security,0
hres61-115,hres,International affairs,0
hres162-115,hres,Labor and employment,0
hres350-115,hres,Congress,0
hres734-115,hres,Congress,0
hres506-115,hres,Health,0
hres196-115,hres,Education,0
hres1164-115,hres,Congress,0
hres992-115,hres,International affairs,0
hres66-115,hres,Education,0
hres966-115,hres,Congress,0
hres92-115,hres,International affairs,0
hres368-115,hres,Armed forces and national security,0
hres1163-115,hres,Native Americans,0
hres59-115,hres,Congress,0
hres191-115,hres,"Civil rights and liberties, minority issues",0
hres501-115,hres,Government operations and politics,0
hres733-115,hres,Health,0
hres357-115,hres,International affairs,0
hres959-115,hres,Animals,0
hres165-115,hres,Health,0
hres1137-115,hres,Education,0
hres793-115,hres,Water resources development,0
hres767-115,hres,Congress,0
hres555-115,hres,Public lands and natural resources,0
hres131-115,hres,Congress,0
hres303-115,hres,Congress,0
hres1108-115,hres,Finance and financial sector,0
