bill_id,titles_text,enacted_as
hr7019-115,"To authorize the United States Postal Service to provide certain nonpostal property, products, and services on behalf of State, local, and tribal governments.",0
hr66-115,"To establish the Route 66 Centennial Commission, to direct the Secretary of Transportation to prepare a plan on the preservation needs of Route 66, and for other purposes.Route 66 Centennial Commission Act",0
hr2759-115,To establish naturalization offices at initial military training sites.NATS Act,0
hr4233-115,To amend the Internal Revenue Code of 1986 to prevent the fraudulent overreporting of income with respect to the earned income tax credit and the additional child tax credit.Improper Tax Payments Reduction Act of 2017,0
hr660-115,To require the Secretary of the Interior to submit to Congress a report on the efforts of the Bureau of Reclamation to manage its infrastructure assets.Bureau of Reclamation Transparency Act,0
hr1741-115,"To prohibit the intentional hindering of immigration, border, and customs controls, and for other purposes.Transnational Criminal Organization Illicit Spotter Prevention and Elimination Act",0
hr3016-115,"To allow homeowners facing foreclosure to avoid deficiency judgments, and for other purposes.Foreclosure Fairness Act of 2017",0
hr6564-115,"To promote innovation in voting, including in voting technology and voter registration technology, election security, and increased voter participation through a challenge prize competition.Voting Innovation Prize Act of 2018",0
hr3224-115,"To amend title XVIII of the Social Security Act to clarify reasonable costs for critical access hospital payments under the Medicare program, and for other purposes.CARE Act of 2017",0
hr6756-115,"To amend the Internal Revenue Code of 1986 to promote new business innovation, and for other purposes.American Innovation Act of 2018",0
hr452-115,"To designate the facility of the United States Postal Service located at 324 West Saint Louis Street in Pacific, Missouri, as the ""Specialist Jeffrey L. White, Jr. Post Office"".",1
hr4001-115,"To provide for the refinancing and recalculation of certain Federal student loans, and for other purposes.Student Loan Refinancing and Recalculation Act",0
hr1573-115,"To oppose International Monetary Fund participation in foreign-led agreements, reduce moral hazard, and for other purposes.IMF Reform and Integrity Act",0
hr2792-115,"To amend the Social Security Act to make certain revisions to provisions limiting payment of benefits to fugitive felons under titles II, VIII, and XVI of the Social Security Act.Control Unlawful Fugitive Felons Act of 2017",0
hr3640-115,"To amend title 38, United States Code, to establish within the Office of the Under Secretary for Health of the Department of Veterans Affairs the position of Chief Information Officer of the Veterans Health Administration, and for other purposes.Department of Veterans Affairs Information Technology Restructuring Act of 2017",0
hr6332-115,"To require the Director of the Financial Crimes Enforcement Network to submit a report to Congress on the way in which data collected pursuant to title 31 is being used, and for other purposes.Improving Strategies to Counter Weapons Proliferation Act",0
hr4465-115,"To maintain annual base funding for the Upper Colorado and San Juan fish recovery programs through fiscal year 2023, to require a report on the implementation of those programs, and for other purposes.Endangered Fish Recovery Programs Extension Act of 2017",0
hr1117-115,To require the Administrator of the Federal Emergency Management Agency to submit a report regarding certain plans regarding assistance to applicants and grantees during the response to an emergency or disaster.,1
hr4657-115,"To amend title 11 of the United States Code, to allow full subrogation, including subrogation to the priority rights of the United States, of claims for the payment of customs duties.Customs Business Fairness Act of 2017",0
hr204-115,"To amend the market name of genetically altered salmon in the United States, and for other purposes.Genetically Engineered Salmon Labeling Act",0
hr5785-115,To advance Black families in the 21st century.Jobs and Justice Act of 2018,0
hr1325-115,To amend title XIX of the Social Security Act to provide States with flexibility with respect to providing premium assistance under the Medicaid program.,0
hr3472-115,"To amend title 49, United States Code, with respect to air cargo in Puerto Rico, and for other purposes.Puerto Rico Air Cargo Industry Empowerment Act",0
hr6100-115,"To terminate the Denali Commission, and for other purposes.Eliminate the Commission to Nowhere Act of 2018",0
hr2766-115,"To require that, in cases in which the annual trade deficit between the United States and another country is $10,000,000,000 or more for 3 consecutive years, the President take the necessary steps to create a more balanced trading relationship with that country.Balancing Trade Act of 2017",0
hr7214-115,"To direct the Secretary of Education to establish a pilot program to award competitive grants for the integration of cybersecurity education, and for other purposes.Cybersecurity Education Integration Act",0
hr4491-115,To reauthorize title VI of the Higher Education Act of 1965.Advancing International and Foreign Language Education Act,0
hr5543-115,To amend the Internal Revenue Code of 1986 to allow for a credit against tax for certain flood insurance expenses.Flood Insurance Tax Credit Act of 2018,0
hr59-115,"To enhance the security of chemical facilities, and for other purposes.Frank Lautenberg Memorial Secure Chemical Facilities Act",0
hr5771-115,To amend the Internal Revenue Code of 1986 to allow the deduction for charitable contributions as an above-the-line deduction.Charitable Giving Tax Deduction Act,0
hr2554-115,To amend the Higher Education Act of 1965 to establish a program that automatically enrolls certain community college graduates into 4-year public institutions of higher education.Direct Connect to Success Act,0
hr3486-115,"To authorize the Capitol Police to enforce the immigration laws, and for other purposes.Ending the Sanctuary Capitol Policy Act of 2017",0
hr7026-115,"To amend the Employee Retirement Income Security Act of 1974 to provide for greater spousal protection under defined contribution plans, and for other purposes.Women's Pension Protection Act of 2018",0
hr5315-115,To direct the Administrator of the Federal Aviation Administration to promulgate regulations to prohibit the storage of live animals in overhead compartments of airplanes.PETS Act,0
hr694-115,To repeal the Environmental Protection Agency's most recent rule for new residential wood heaters.Stop EPA Overregulation of Rural Americans Act,0
hr2130-115,"To award a Congressional Gold Medal to Myrlie Evers-Williams, in recognition of the great contributions and ultimate sacrifice she and her husband, the assassinated civil rights leader Medgar Wiley Evers, made in the fight for racial equality in the United States.Civil Rights Legacy of Medgar Wiley Evers Congressional Gold Medal Act",0
hr6590-115,"To amend the Public Health Service Act to authorize a program on children and the media within the National Institutes of Health to study the health and developmental effects of technology on infants, children, and adolescents.CAMRA Act",0
hr2302-115,"To designate the facility of the United States Postal Service located at 259 Nassau Street, Suite 2 in Princeton, New Jersey, as the ""Dr. John F. Nash, Jr. Post Office"".",1
hr5127-115,"To establish a grant program for the funding of water recycling and reuse projects, and for other purposes.Water Recycling Investment and Improvement Act",0
hr1587-115,"To amend the Federal Food, Drug, and Cosmetic Act to preserve the effectiveness of medically important antimicrobials used in the treatment of human and animal diseases.Preservation of Antibiotics for Medical Treatment Act of 2017",0
hr5267-115,"To amend the Controlled Substances Act to clarify the process for denying, revoking, or suspending a registration to manufacture, distribute, or dispense a controlled substance, and for other purposes.",0
hr3190-115,"For the relief of Christopher William Gard, Constance Rhoda Keely Yates, and Charles Matthew William Gard.",0
hr2042-115,To amend the Public Health Service Act to direct the Secretary of Health and Human Services to establish a Frontline Providers Loan Repayment Program.Access to Frontline Health Care Act of 2017,0
hr2270-115,To amend section 437(d) of the Higher Education Act of 1965 to provide for repayment by the Secretary of loans to parents of disabled students.PLUS Loan Disability Forgiveness Act,0
hr5869-115,"To require the Secretary of Homeland Security to conduct a maritime border threat analysis, and for other purposes.Maritime Border Security Review Act",0
hr5055-115,"To amend the Food Security Act of 1985 to make acequias eligible for assistance, and for other purposes.Acequia Conservation Program Eligibility Act",0
hr4187-115,"To amend title 18, United States Code, to prohibit former Members and elected officers of Congress from lobbying Congress at any time after leaving office.Banning Lobbying and Safeguarding Trust Act",0
hr7366-115,"To reform and improve procedures for amending patents subject to post-issuance review proceedings of the United States Patent and Trademark Office, and for other purposes.RAMP Act",0
hr2614-115,"To direct the Attorney General to establish metrics and standards to determine the effectiveness in the programs of the Department of Justice in combating gangs, and for other purposes.Reducing Gangs and Recidivism Act of 2017",0
hr1091-115,To amend certain provisions of the Social Security Act relating to demonstration projects designed to promote the reemployment of unemployed workers.Flexibility to Promote Reemployment Act,0
hr5431-115,"To amend title VII of the Social Security Act to require the President to transmit the annual budget of the Social Security Administration without revisions to Congress, and for other purposes.Social Security Administration Accountability Act of 2018",0
hr382-115,"To amend the Department of Agriculture program for research and extension grants to increase participation by women and underrepresented minorities in the fields of science, technology, engineering, and mathematics to redesignate the program as the ""Jeannette Rankin Women and Minorities in STEM Fields Program"".100 Years of Women in Congress Act",0
hr5603-115,To amend title XVIII of the Social Security Act to provide the Secretary of Health and Human Services authority to waive certain Medicare telehealth requirements in the case of certain treatment of an opioid use disorder or co-occurring mental health disorder.Access to Telehealth Services for Substance Use Disorders Act,0
hr6086-115,"To amend section 249 of title 18, United States Code, to specify lynching as a hate crime act.",0
hr7154-115,To replace drinking water fountains in playgrounds and parks under the Reducing Lead in Drinking Water Grant Program.Safe Drinking Water in Playgrounds and Parks Act,0
hr2426-115,"To require the disclosure of beneficial ownership by a foreign person of high-security space leased to accommodate a Federal agency, and for other purposes.Secure Government Buildings from Espionage Act of 2017",0
hr6240-115,To amend the Public Health Service Act to provide for certain user fees under the 340B drug discount program.Drug Discount Accountability Act,0
hr7392-115,"To deter criminal robocall violations and improve enforcement of section 227(b) of the Communications Act of 1934, and for other purposes.Telephone Robocall Abuse Criminal Enforcement and Deterrence Act",0
hr3732-115,To amend section 1113 of the Social Security Act to provide authority for increased fiscal year 2017 and 2018 payments for temporary assistance to United States citizens returned from foreign countries.Emergency Aid to American Survivors of Hurricanes Irma and Jose Overseas Act,1
hr978-115,"To establish an independent advisory committee to review certain regulations, and for other purposes.Regulatory Improvement Act of 2017",0
hr1065-115,To establish biennial budgets for the United States Government.Biennial Budgeting and Enhanced Oversight Act of 2017,0
hr4517-115,"To amend the Home Owners' Loan Act to allow mutual holding companies to clarify requirements related to the waiver of dividends, and for other purposes.",0
hr144-115,"To establish a corporate crime database, and for other purposes.Corporate Crime Database Act",0
hr1859-115,"To amend the Intermodal Surface Transportation Efficiency Act of 1991 to designate a portion of United States Route 15 in Pennsylvania as part of the Interstate System, and for other purposes.",0
hr1257-115,To amend the Securities Exchange Act of 1934 to require the Securities Exchange Commission to refund or credit excess payments made to the Commission.Securities and Exchange Commission Overpayment Credit Act,0
hr376-115,"To amend the Securities Exchange Act of 1934 to require shareholder authorization before a public company may make certain political expenditures, and for other purposes.Shareholder Protection Act of 2017",0
hr4725-115,To amend the Federal Deposit Insurance Act to require short form call reports for certain depository institutions.Community Bank Reporting Relief Act,0
hr6072-115,"Making appropriations for the Department of Transportation, and Housing and Urban Development, and related agencies for the fiscal year ending September 30, 2019, and for other purposes.Transportation, Housing and Urban Development, and Related Agencies Appropriations Act, 2019",0
hr3500-115,To amend the Internal Revenue Code of 1986 to prohibit the Commissioner of the Internal Revenue Service from rehiring any employee of the Internal Revenue Service who was involuntarily separated from service for misconduct.Ensuring Integrity in the IRS Workforce Act of 2018,0
hr1633-115,To amend the Immigration and Nationality Act to extend the period of time for which a conditional permit to land temporarily may be granted to an alien crewman.Landing Pass Extension Act of 2017,0
hr5293-115,"To make technical amendments to update statutory references to certain provisions that were formerly classified to title 50, Appendix, United States Code.",0
hr712-115,"To prohibit States from carrying out more than one Congressional redistricting after a decennial census and apportionment, to require States to conduct such redistricting through independent commissions, and for other purposes.John Tanner Fairness and Independence in Redistricting Act",0
hr4341-115,"To amend the Federal Election Campaign Act of 1971 to require corporations to disclose to their shareholders the amounts disbursed for certain political activity, and for other purposes.OPEN Act",0
hr3958-115,"To establish a pilot program on securing energy infrastructure, and for other purposes.Securing Energy Infrastructure Act of 2017",0
hr6416-115,"To amend the Communications Act of 1934 to direct the Federal Communications Commission, upon the request of a very high frequency commercial television broadcast station that has relocated to an underserved State, to provide that the virtual major channel number of such station shall be considered to be the same as the radio frequency channel number of such station.Local Television Service and Emergency Preparedness Act of 2018",0
hr3164-115,To amend title XVIII of the Social Security Act to expand access to home dialysis therapy.,0
hr6624-115,"To amend chapter 44 of title 18, United States Code, to update certain procedures applicable to commerce in firearms and remove certain Federal restrictions on interstate firearms transactions.Firearms Interstate Commerce Reform Act",0
hr3356-115,"To provide for programs to help reduce the risk that prisoners will recidivate upon release from prison, and for other purposes.Prison Reform and Redemption Act",0
hr2284-115,"To amend title 54, United States Code, to provide for congressional and State approval of national monuments and restrictions on the use of national monuments.National Monument Designation Transparency and Accountability Act",0
hr1401-115,"To ensure fairness in premium rates for coverage under the National Flood Insurance Program for residences and business properties, and for other purposes.Flood Insurance Fairness Act of 2017",0
hr4173-115,To direct the Secretary of Veterans Affairs to conduct a study on the Veterans Crisis Line.Veterans Crisis Line Study Act of 2017,0
hr520-115,"To require the Secretary of the Interior and the Secretary of Agriculture to more efficiently develop domestic sources of the minerals and mineral materials of strategic and critical importance to the economic and national security and manufacturing competitiveness of the United States, and for other purposes.National Strategic and Critical Minerals Production Act",0
hr2419-115,"To amend title 38, United States Code, to improve the process by which the Secretary of Veterans Affairs pays non-Department of Veterans Affairs health care providers for hospital care or medical services furnished to veterans pursuant to the laws administered by the Secretary.",0
hr6885-115,"To amend the Endangered Species Act of 1973 to prohibit import and export of any species listed or proposed to be listed under such Act as a threatened species or endangered species, and for other purposes.CECIL Act",0
hr1892-115,"To amend title 4, United States Code, to provide for the flying of the flag at half-staff in the event of the death of a first responder in the line of duty.Family First Prevention Services Act",1
hr7359-115,"To authorize the use of certain Department of Justice grant funds for voting restoration education, and for other purposes.Voter Information and Access Act of 2018",0
hr5856-115,"To amend the Internal Revenue Code of 1986 to provide a deduction for certain charity care furnished by physicians, and for other purposes.Good Samaritan Charitable Physicians' Services Act of 2018",0
hr4984-115,"To amend the National Agricultural Research, Extension, and Teaching Policy Act of 1977 to allow for 1890 institutions to carry over an increased percentage of extension funding received during the previous fiscal year.Carryover Equity Act",0
hr3993-115,"To amend the Immigration and Nationality Act to include United States nationals among the eligible employees of an EB-5 commercial enterprise, and for other purposes.American Samoa Investment Act of 2017",0
hr2841-115,"To prevent a person who has been convicted of a misdemeanor hate crime, or received an enhanced sentence for a misdemeanor because of hate or bias in its commission, from obtaining a firearm.Disarm Hate Act",0
hr5258-115,To amend the Internal Revenue Code of 1986 to expand eligibility to receive refundable tax credits for coverage under a qualified health plan.Affordable Health Insurance for the Middle Class Act,0
hr4970-115,To require the creation and maintenance of a MadeInAmerica.gov website.MadeInAmerica.gov Act,0
hr3369-115,"To designate the facility of the United States Postal Service located at 225 North Main Street in Spring Lake, North Carolina, as the ""Howard B. Pate, Jr. Post Office"".",1
hr3967-115,To amend the Solid Waste Disposal Act to authorize States to restrict interstate waste imports and impose a higher fee on out-of-State waste.TRASH Act,0
hr6429-115,To amend the Intelligence Reform and Terrorism Prevention Act of 2004 to authorize candidates in a presidential election campaign to request a security clearance.Protecting Access to Classified Information in Elections Act,0
hr2089-115,"To protect the Nation's law enforcement officers by regulating the sale of the Five-seveN pistol and its variants, testing handguns for capability to penetrate body armor, and regulating the manufacture, importation, sale, or purchase of such handguns by civilians.PLEA Act",0
hr6871-115,To amend the Internal Revenue Code of 1986 to allow for a credit against tax for placing in service qualified broadband property to expand the level of broadband service in a qualified rural census tract.Rural Broadband Connectivity Act of 2018,0
hr1268-115,To amend the Internal Revenue Code of 1986 to provide for an exclusion for assistance provided to participants in certain veterinary student loan repayment or forgiveness programs.Veterinary Medicine Loan Repayment Program Enhancement Act,0
hr349-115,For the relief of Corina de Chalup Turcinovic.,0
hr947-115,"To provide paid family and medical leave benefits to certain individuals, and for other purposes.FAMILY Act",0
hr4528-115,"To make technical amendments to certain marine fish conservation statutes, and for other purposes.",1
hr1866-115,To amend the Internal Revenue Code of 1986 to disallow certain biodiesel and alternative fuel tax credits for fuels derived from animal fats.Stop Animal Fat Tax Credits Act of 2017,0
hr6623-115,"To advance STEM education, provide for improved worker, training, retention, and advancement, and for other purposes.WORKER Act",0
hr3351-115,"To amend the Immigration and Nationality Act to provide for the admission of certain health care workers as immigrants, and for other purposes.Emergency Nursing Supply Relief Act of 2017",0
hr2283-115,"To amend the Homeland Security Act of 2002 to improve morale within the Department of Homeland Security workforce by conferring new responsibilities to the Chief Human Capital Officer, establishing an employee engagement steering committee, requiring action plans, and authorizing an annual employee award program, and for other purposes.Department of Homeland Security Morale, Recognition, Learning and Engagement Act of 2017",0
hr1406-115,To amend the Animal Welfare Act to prohibit the slaughter of dogs and cats for human consumption.Dog and Cat Meat Trade Prohibition Act of 2017,0
hr4948-115,"To provide a Federal charter to the Fab Foundation for the National Fab Lab Network, a national network of local digital fabrication facilities providing universal access to advanced manufacturing tools for learning skills, developing inventions, creating businesses, and producing personalized products, and for other purposes.National Fab Lab Network Act of 2018",0
hr527-115,"To provide for the conservation and preservation of the Greater Sage Grouse by facilitating State recovery plans, and for other purposes.Greater Sage Grouse Protection and Recovery Act of 2017",0
hr4174-115,"To amend titles 5 and 44, United States Code, to require Federal evaluation activities, improve Federal data management, and for other purposes.Foundations for Evidence-Based Policymaking Act of 2017",0
hr1634-115,"To require the Secretary of Health and Human Services to issue to Federal agencies guidelines for developing procedures and requirements relating to certain primary care Federal health professionals completing continuing medical education on nutrition and to require Federal agencies to submit annual reports relating to such guidelines, and for other purposes.EAT for Health Act of 2017",0
hr5294-115,"To amend title 40, United States Code, to address the impact of drug abuse on economic development in Appalachia, and for other purposes.Treating Barriers to Prosperity Act of 2018",0
hr4346-115,"To amend title 38, United States Code, to provide for clarification regarding the children to whom entitlement to educational assistance may be transferred under the Post-9/11 Educational Assistance Program.GI Education Benefits Fairness Act",0
hr715-115,"To provide for the rescheduling of marihuana, the medical use of marihuana in accordance with State law, and the exclusion of cannabidiol from the definition of marihuana, and for other purposes.Compassionate Access Act",0
hr6411-115,"To amend the duties of the Financial Crimes Enforcement Network (FinCEN) to ensure FinCEN works with Tribal law enforcement agencies, protects against all forms of terrorism, and focuses on virtual currencies.FinCEN Improvement Act of 2018",0
hr3163-115,To amend title XVIII of the Social Security Act to provide for a home infusion therapy services temporary transitional payment under the Medicare program.Medicare Part B Home Infusion Services Temporary Transitional Payment Act,0
hr1250-115,"To require the Secretary of Homeland Security to use the testimonials of former violent extremists or their associates in order to counter terrorist recruitment, and for other purposes.Combating Terrorist Recruitment Act of 2017",0
hr4722-115,"To designate the facility of the United States Postal Service located at 111 Market Street in Saugerties, New York, as the ""Maurice D. Hinchey Post Office Building"".",1
hr371-115,To address financial conflicts of interest of the President and Vice President.Presidential Conflicts of Interest Act of 2017,0
hr6075-115,To ensure greater accountability by licensed firearms dealers.Keeping Gun Dealers Honest Act of 2018,0
hr6849-115,"To amend title 31, United States Code, to encourage the use of technological innovations, and for other purposes.Bank Secrecy Innovation Act",0
hr3507-115,"To amend the Internal Revenue Code of 1986 to make permanent and modify the energy efficient commercial buildings deduction, and for other purposes.",0
hr6247-115,"To amend title II of the Social Security Act to reduce the minimum age at which a widow or widower may remarry and remain eligible for benefits, and for other purposes._______ Act of 2018",0
hr7395-115,"To direct the Secretary of Health and Human Services to allow delivery of medical supplies by unmanned aerial systems, and for other purposes.",0
hr3735-115,"To prohibit the implementation of a policy change to permit small, non-locking knives on aircraft, and for other purposes.No Knives on Planes Act of 2017",0
hr1062-115,"To amend title 18, United States Code, to specify the circumstances in which a person may acquire geolocation information, and for other purposes.Geolocational Privacy and Surveillance Act",0
hr143-115,"To prohibit anticompetitive activities and to provide that health insurance issuers and medical malpractice insurance issuers are subject to the antitrust laws of the United States, and for other purposes.Health Insurance Industry Antitrust Enforcement Act of 2017",0
hr4510-115,"To prohibit the use of official funds provided for the operations of a House of Congress for long-term vehicle leases, and for other purposes.No Congressional Vehicle Leases Act",0
hr385-115,To amend the Expedited Funds Availability Act to clarify the application of that Act to American Samoa and the Northern Mariana Islands.,0
hr5604-115,"To prohibit any reduction, consolidation, or termination of offices and activities related to science research within the Environmental Protection Agency.Healthy Environment for Children Act",0
hr6081-115,To amend the Internal Revenue Code of 1986 to eliminate the requirement that the taxpayer's basis in a building be reduced by the amount of the rehabilitation credit determined with respect to such building.Historic Tax Credit Enhancement Act of 2018,0
hr7153-115,"To foster commercial relations with foreign countries and support American business interests abroad in the conduct of foreign policy, and for other purposes.Championing American Business Through Diplomacy Act of 2018",0
hr2421-115,"To amend title 38, United States Code, to amend the definition of the term ""spouse"" to recognize new State definitions of such term for the purpose of the laws administered by the Secretary of Veterans Affairs, and for other purposes.Veteran Spouses Equal Treatment Act",0
hr7361-115,To amend the Internal Revenue Code of 1986 to allow exclusion of gain or loss on like-kind exchanges of virtual currency.,0
hr2613-115,"To restore employment and educational opportunities in, and improve the economic stability of, counties containing National Forest System land, while also reducing Forest Service management costs, by ensuring that such counties have a dependable source of revenue from timber sales conducted on National Forest System land, to reduce payments under the Secure Rural Schools and Community Self-Determination Act of 2000 to reflect such counties' receipt of timber sale revenues, to strengthen stewardship end result contracting, and for other purposes.FORESTS Act of 2017",0
hr1096-115,"To amend title 31, United States Code, to provide for transparency of payments made from the Judgment Fund.Judgment Fund Transparency Act of 2017",0
hr5436-115,"To amend title 11, District of Columbia Official Code, to provide that grand and petit jurors serving in the Superior Court of the District of Columbia shall receive fees and expenses at the same rates paid to grand and petit jurors appearing in the district courts of the United States.District of Columbia Juror Pay Parity Act",0
hr2277-115,To amend the Securities Exchange Act of 1934 to prohibit Members of Congress from receiving a discounted price in certain private offerings of securities.End Congressional Stock Market Abuse Act of 2017,0
hr5052-115,"To amend title XVIII of the Social Security Act to provide for patient protection by establishing safe nurse staffing levels at certain Medicare providers, and for other purposes.Safe Staffing for Nurse and Patient Safety Act of 2018",0
hr4180-115,"To amend the Victims of Crime Act of 1984 to provide that in order to be eligible to receive a grant for a crime victim compensation program, such program shall provide for the tolling of any limitation period relating to the submission of an application for compensation for victims of sexual assault with backlogged sexual assault evidence collection kits, and for other purposes.Removing Barriers to Sexual Assault Victims Compensation Act",0
hr5260-115,To amend the Energy Policy Act of 2005 to direct the Secretary of Energy to carry out demonstration projects relating to advanced nuclear reactor technologies to support domestic energy needs.Advanced Nuclear Energy Technologies Act,0
hr2879-115,"To reform apportionments to general aviation airports under the airport improvement program, to improve project delivery at certain airports, and to designate certain airports as disaster relief airports, and for other purposes.FLIGHT Act of 2017",0
hr3197-115,"To amend title 38, United States Code, to prohibit the Secretary of Veterans Affairs from conducting medical research causing significant pain or distress to dogs.Preventing Unkind and Painful Procedures and Experiments on Respected Species Act of 2017",0
hr2045-115,"To require the Secretary of Energy, in coordination with the Secretary of Labor, to establish a program to provide for workforce training and education, at community colleges, in sustainable energy.Community College Energy Training Act of 2017",0
hr940-115,"To secure communications of utilities from terrorist threats, and for other purposes.SCOUTS Act",0
hr1861-115,"To award a Congressional Gold Medal in honor of Lawrence Eugene ""Larry"" Doby in recognition of his achievements and contributions to American major league athletics, civil rights, and the Armed Forces during World War II.Larry Doby Congressional Gold Medal Act",1
hr6278-115,"To amend title 18, United States Code, to prohibit the possession of a firearm by, or the disposition of a firearm to, a person who has been convicted of a misdemeanor crime of animal cruelty.Animal Violence Exposes Real Threat of Future Gun Violence Act of 2018",0
hr7198-115,"To authorize the Secretary of the Interior to conduct a study of alternatives for commemorating Long Island's aviation history, including a determination of the suitability and feasibility of designating parts of the study area as a unit of the National Park System, and for other purposes.Long Island Aviation History Act",0
hr6876-115,To permanently reauthorize mandatory funding programs for historically Black colleges and universities and other minority-serving institutions.Strengthening Minority-Serving Institutions Act of 2018,0
hr3538-115,"To amend the Truth in Lending Act to create additional requirements for original and new creditors of mortgage loans in the case of a sale, transfer, or assignment of a mortgage loan, and for other purposes.Mortgage Sale Transparency Act of 2017",0
hr3960-115,"To award a Congressional Gold Medal to Liu Xiaobo, and collectively to all advocates of democracy and human rights in China, in recognition of their extraordinary advocacy for liberty and human rights despite repression and their impact on world peace and global understanding of China, and for other purposes.Preserving Liu Xiaobo Legacy of Freedom & Gold Medal Act",0
hr4379-115,To ensure that significantly more students graduate college with the international knowledge and experience essential for success in today's global economy through the establishment of the Senator Paul Simon Study Abroad Program in the Department of Education.Senator Paul Simon Study Abroad Program Act of 2017,0
hr1439-115,To direct the Federal Communications Commission to revise its sponsorship identification rules so as to require the disclosure of the names of significant donors to persons paying for or furnishing broadcast matter or origination cablecasting matter that is political matter or matter involving the discussion of a controversial issue of public importance.Keeping Our Campaigns Honest Act of 2017,0
hr4977-115,To amend the Internal Revenue Code of 1986 to allow a credit for certain facilities that remediate and reclaim coal refuse sites in the United States by producing electricity from coal refuse.Coal Refuse Reclamation Act,0
hr5099-115,To amend the Homeland Security Act of 2002 to establish in the Department of Homeland Security a fusion center technical assistance program.Enhancing DHS' Fusion Center Technical Assistance Program Act,0
hr518-115,"To amend the Energy Policy and Conservation Act to exclude power supply circuits, drivers, and devices designed to be connected to, and power, light-emitting diodes or organic light-emitting diodes providing illumination from energy conservation standards for external power supplies, and for other purposes.EPS Improvement Act of 2017",1
hr3994-115,"To establish the Office of Internet Connectivity and Growth, and for other purposes.ACCESS BROADBAND Act",0
hr2846-115,"To require the collection of voluntary customer service feedback on services provided by agencies, and for other purposes.Federal Agency Customer Experience Act of 2018",0
hr5851-115,To provide for the termination of residential or motor vehicle leases and telephone service contracts for combat support agency personnel working in combat theaters of operation.Deployed Civilian Parity Act,0
hr4983-115,"To amend part E of title IV of the Social Security Act to require States to provide for the placement of a foster child in a cottage home, and to make a child so placed eligible for foster care maintenance payments.Caring Homes and Improved Lives for Dependents (CHILD) Act",0
hr2248-115,To prohibit the Secretary of the Interior from revising the approved oil and gas leasing program for fiscal years 2017 through 2022.,0
hr188-115,To amend the Harmonized Tariff Schedule of the United States to extend to 2027 the production certificate program that allows refunds of duties on certain articles produced in United States insular possessions.,0
hr5409-115,"To amend the Federal Election Campaign Act of 1971 to require each authorized committee or leadership PAC of a candidate for election for Federal office to disburse all of the funds of the committee or PAC which remain unexpended after the date of the election, and for other purposes.Honest Elections and Campaign, No Gain Act",0
hr1895-115,"To amend the Public Health Service Act to prohibit the Secretary of Health and Human Services from conducting or supporting any research involving human fetal tissue that is obtained pursuant to an induced abortion, and for other purposes.Protecting Life and Integrity in Research Act of 2017",0
hr6882-115,To designate the Luis Muñoz Rivera Home National Historic Landmark.,0
hr7191-115,To implement reforms to the budget and appropriations process in the House of Representatives.Bipartisan Budget and Appropriations Reform Act of 2018,0
hr6043-115,"To amend the Controlled Substances Act to provide for a new rule regarding the application of the Act to marihuana, and for other purposes.STATES Act",0
hr3531-115,"To amend the Radiation Exposure Compensation Act for purposes of making claims under such Act based on exposure to atmospheric nuclear testing, and for other purposes.Downwinders Compensation Act of 2017",0
hr1266-115,"To authorize the Secretary of Transportation to make grants to assist units of local government in developing and implementing plans, known as Vision Zero plans, to eliminate transportation-related fatalities and serious injuries, and for other purposes.Vision Zero Act of 2017",0
hr4714-115,"To award a Congressional Gold Medal to Don and Deyon Stephens, Founders of Mercy Ships, in recognition of nearly 40 years of service as the leaders of a humanitarian relief organization that exemplifies the compassionate character of America.",0
hr347-115,"To amend the Homeland Security Act of 2002 to provide for requirements relating to documentation for major acquisition programs, and for other purposes.DHS Acquisition Documentation Integrity Act of 2017",0
hr1054-115,"To promote botanical research and botanical sciences capacity, and for other purposes.Botanical Sciences and Native Plant Materials Research, Restoration, and Promotion Act",0
hr949-115,"To increase Federal Pell Grants for the children of fallen public safety officers, and for other purposes.Children of Fallen Heroes Scholarship Act",0
hr1868-115,"To provide that providers of broadband Internet access service shall be subject to the privacy rules adopted by the Federal Communications Commission on October 27, 2016.Restoring American Privacy Act of 2017",0
hr175-115,To repeal the Patient Protection and Affordable Care Act and the Health Care and Education Reconciliation Act of 2010.ObamaCare Repeal Act,0
hr4526-115,"To amend title 18, United States Code, to provide penalties for certain obstructions of the enforcement of Federal immigration laws.Stopping Lawless Actions of Politicians (SLAP) Act of 2017",0
hr6271-115,"To amend title 38, United States Code, to require notarized acknowledgment by the spouse of a member of the Armed Forces who is eligible for insurance under the Servicemembers' Group Life Insurance Program before the member may elect not to be insured under such Program, to be insured under the Program for an amount less than the maximum amount, or to designate a beneficiary other than the member's spouse or child.Fulfilling Obligations to Families of the Fallen Act",0
hr3703-115,To prohibit the employment of school bus drivers with serious moving violations.No School Bus Drivers with DUIs Act,0
hr1430-115,"To prohibit the Environmental Protection Agency from proposing, finalizing, or disseminating regulations or assessments based upon science that is not transparent or reproducible.HONEST Act",0
hr511-115,"To provide for consideration of the extension under the Energy Policy and Conservation Act of nonapplication of No-Load Mode energy efficiency standards to certain security or life safety alarms or surveillance systems, and for other purposes.Power And Security Systems (PASS) Act",0
hr4142-115,"To protect individuals by strengthening the Nation's mental health infrastructure, improving the understanding of violence, strengthening firearm prohibitions and protections for at-risk individuals, and improving and expanding the reporting of mental health records to the National Instant Criminal Background Check System.Safer Communities Act of 2017",0
